riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-a8dceedf,SUP-428faa9a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-428faa9a is 0.,Diversify suppliers to reduce concentration risks and implement regular audits.,Active
RISK-d97cf8ec,SUP-08ffe38c,Country Risk,15.0,Country Risk for supplier SUP-08ffe38c is 15.,Conduct thorough due diligence on local laws and regulations to ensure compliance before entering contracts.,Active
RISK-9e280cd5,SUP-08ffe38c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-08ffe38c is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-da581590,SUP-08ffe38c,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-08ffe38c is 25.,Conduct quarterly credit rating reviews and diversify supplier base to reduce financial health risk.,Active
RISK-0b0f0140,SUP-08ffe38c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-08ffe38c is 0.,"Implement tiered contract structure to distribute spend across multiple vendors, reducing exposure to concentration risk.",Active
RISK-a81cc51b,SUP-38f4616f,Country Risk,15.0,Country Risk for supplier SUP-38f4616f is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with international regulations and ethical business practices.,Active
RISK-a260489d,SUP-38f4616f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-38f4616f is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-7e4659da,SUP-38f4616f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-38f4616f is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains strong cash flow and credit ratings.,Active
RISK-f8ebe2ec,SUP-38f4616f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-38f4616f is 0.,Diversify spending across multiple suppliers to reduce reliance on any single vendor.,Active
RISK-cef5ea36,SUP-5da15001,Country Risk,0.0,Country Risk for supplier SUP-5da15001 is 0.,Conduct regular audits and implement local compliance measures to mitigate country risks.,Active
RISK-bb1f2173,SUP-5da15001,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5da15001 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-4b21e042,SUP-5da15001,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5da15001 is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain strong credit ratings and liquidity.,Active
RISK-b6bfa264,SUP-5da15001,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5da15001 is 0.,Review and renegotiate contracts to ensure diversification across multiple suppliers for critical components.,Active
RISK-52216992,SUP-730d4578,Country Risk,15.0,Country Risk for supplier SUP-730d4578 is 15.,Implement robust compliance monitoring and local partnership to mitigate country risk.,Active
RISK-09d5ae06,SUP-730d4578,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-730d4578 is 0.,Diversify supply chain to reduce dependency on single suppliers.,Active
RISK-718fb446,SUP-730d4578,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-730d4578 is 25.,Conduct thorough credit checks and financial audits on suppliers before entering into agreements to ensure they maintain strong credit ratings and stable financial health.,Active
RISK-6a089b12,SUP-730d4578,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-730d4578 is 0.,Diversify suppliers across geographies to reduce concentration risk.,Active
RISK-948ff65f,SUP-1bac2ee3,Country Risk,15.0,Country Risk for supplier SUP-1bac2ee3 is 15.,Diversify supply chain to include suppliers from lower-risk countries and conduct regular risk assessments.,Active
RISK-86e3441d,SUP-1bac2ee3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1bac2ee3 is 0.,Diversify supply chain to reduce dependency on single suppliers.,Active
RISK-76ccfe2d,SUP-1bac2ee3,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-1bac2ee3 is 10.,Conduct quarterly financial health assessments and diversify funding sources to reduce reliance on any single supplier.,Active
RISK-079d08dd,SUP-1bac2ee3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1bac2ee3 is 0.,Diversify spend across multiple suppliers to reduce reliance on any single provider.,Active
RISK-3d0dda41,SUP-48c3c7a0,Country Risk,15.0,Country Risk for supplier SUP-48c3c7a0 is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with international standards and regulations.,Active
RISK-220a4cf3,SUP-48c3c7a0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-48c3c7a0 is 0.,Develop a contingency plan.,Active
RISK-dc2f7468,SUP-48c3c7a0,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-48c3c7a0 is 0.,Conduct quarterly financial health assessments of suppliers to ensure strong credit ratings and stable cash flow.,Active
RISK-13ff95f3,SUP-48c3c7a0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-48c3c7a0 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-38592943,SUP-e54c35c9,Country Risk,0.0,Country Risk for supplier SUP-e54c35c9 is 0.,Conduct regular audits and implement robust compliance monitoring to mitigate the low country risk score.,Active
RISK-24c53133,SUP-e54c35c9,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e54c35c9 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-bb6b301c,SUP-e54c35c9,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-e54c35c9 is 10.,Conduct quarterly financial health assessments and diversify supplier base to reduce dependency on high-risk suppliers.,Active
RISK-b2ae616e,SUP-e54c35c9,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e54c35c9 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-abf77289,SUP-a84a2aa6,Country Risk,15.0,Country Risk for supplier SUP-a84a2aa6 is 15.,Conduct regular audits and implement diversified supply chains to mitigate the impact of country risks in high-risk regions.,Active
RISK-113eb12c,SUP-a84a2aa6,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-a84a2aa6 is 0.,Diversify supplier base to reduce reliance on single sources.,Active
RISK-ce3ca3f1,SUP-a84a2aa6,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-a84a2aa6 is 25.,Conduct quarterly financial health assessments and diversify suppliers to reduce dependency on high-risk vendors.,Active
RISK-7559b425,SUP-a84a2aa6,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-a84a2aa6 is 0.,Implement diversified sourcing strategies to reduce spend concentration risk.,Active
RISK-6c57c82f,SUP-2a475c69,Country Risk,15.0,Country Risk for supplier SUP-2a475c69 is 15.,Conduct thorough due diligence on suppliers in countries with high risk scores by evaluating their compliance with international standards and implementing regular audits to mitigate potential risks.,Active
RISK-672794e2,SUP-2a475c69,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2a475c69 is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-c5afb951,SUP-2a475c69,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2a475c69 is 0.,Conduct quarterly financial health assessments to ensure supplier maintains strong liquidity and solvency.,Active
RISK-f57cd114,SUP-2a475c69,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2a475c69 is 0.,Diversify suppliers to reduce concentration risks.,Active
RISK-17909d6e,SUP-85599f95,Country Risk,0.0,Country Risk for supplier SUP-85599f95 is 0.,Develop a contingency plan.,Active
RISK-2708701e,SUP-85599f95,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-85599f95 is 0.,Diversify suppliers to reduce reliance on a single source.,Active
RISK-e5c5844b,SUP-85599f95,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-85599f95 is 10.,Immediately perform due diligence on the financial statements and credit history of the supplier to ensure solvency and compliance.,Active
RISK-39212c72,SUP-85599f95,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-85599f95 is 0.,"Diversify the procurement portfolio by expanding to at least three additional suppliers to reduce reliance on any single vendor, thereby mitigating spend concentration risks.",Active
RISK-48f60ed8,SUP-7868cddc,Country Risk,15.0,Country Risk for supplier SUP-7868cddc is 15.,Diversify supply chain geographically to reduce dependency on high-risk country and implement enhanced monitoring procedures.,Active
RISK-b22167d7,SUP-7868cddc,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7868cddc is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-aba75137,SUP-7868cddc,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7868cddc is 0.,Conduct quarterly financial health assessments of suppliers to ensure they maintain strong credit ratings and liquidity positions.,Active
RISK-831d4a57,SUP-7868cddc,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7868cddc is 0.,Diversify suppliers to reduce concentration risks.,Active
RISK-13c687e7,SUP-f7fa66ed,Country Risk,0.0,Country Risk for supplier SUP-f7fa66ed is 0.,Conduct regular country risk assessments to identify potential threats and develop contingency strategies.,Active
RISK-61b35aad,SUP-f7fa66ed,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f7fa66ed is 0.,Develop a contingency plan.,Active
RISK-fda4764a,SUP-f7fa66ed,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-f7fa66ed is 0.,Conduct quarterly financial health assessments and diversify supplier base to mitigate the impact of potential financial health risks.,Active
RISK-405b4cdb,SUP-f7fa66ed,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f7fa66ed is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-46af6cfe,SUP-e0ab5ed1,Country Risk,15.0,Country Risk for supplier SUP-e0ab5ed1 is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with international standards and ethical business practices.,Active
RISK-b382ed4a,SUP-e0ab5ed1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e0ab5ed1 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-c42905b4,SUP-e0ab5ed1,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-e0ab5ed1 is 10.,Conduct quarterly financial health assessments to ensure supplier's solvency and liquidity.,Active
RISK-4a8ce03a,SUP-e0ab5ed1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e0ab5ed1 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-b277395f,SUP-d76a957c,Country Risk,15.0,Country Risk for supplier SUP-d76a957c is 15.,Conduct thorough due diligence on suppliers operating in countries scoring above 10 to ensure compliance with ethical standards.,Active
RISK-b708d79b,SUP-d76a957c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d76a957c is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-02eadecd,SUP-d76a957c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-d76a957c is 0.,Conduct quarterly financial health assessments to ensure timely identification and resolution of potential risks.,Active
RISK-829ce7d3,SUP-d76a957c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d76a957c is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-3dfc491d,SUP-cb7f72ca,Country Risk,15.0,Country Risk for supplier SUP-cb7f72ca is 15.,Conduct thorough due diligence on suppliers operating in countries with high risk scores to ensure compliance with international standards and ethical business practices.,Active
RISK-0bc0bd92,SUP-cb7f72ca,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cb7f72ca is 0.,Diversify the procurement portfolio to reduce reliance on any single supplier.,Active
RISK-2e8dc987,SUP-cb7f72ca,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cb7f72ca is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain strong credit ratings.,Active
RISK-9d0d38ca,SUP-cb7f72ca,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cb7f72ca is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-205774df,SUP-2086e9f4,Country Risk,15.0,Country Risk for supplier SUP-2086e9f4 is 15.,Conduct thorough due diligence on local regulations and partner with reliable regional suppliers to ensure supply chain continuity.,Active
RISK-c3b1f0f5,SUP-2086e9f4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2086e9f4 is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-899824bb,SUP-2086e9f4,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-2086e9f4 is 10.,Develop a contingency plan.,Active
RISK-452db943,SUP-2086e9f4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2086e9f4 is 0.,Implement robust vendor screening processes to ensure high-quality suppliers maintain strong financial health and low concentration risks.,Active
RISK-650a5a8d,SUP-90b949c7,Country Risk,15.0,Country Risk for supplier SUP-90b949c7 is 15.,Diversify supply chain by sourcing products from additional countries to reduce dependency on the high-risk country.,Active
RISK-dd6abd1c,SUP-90b949c7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-90b949c7 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-98f7d1d0,SUP-90b949c7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-90b949c7 is 0.,Conduct quarterly financial health assessments to identify potential risks early.,Active
RISK-4163cfbe,SUP-90b949c7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-90b949c7 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-1eed99fd,SUP-2ae7216d,Country Risk,0.0,Country Risk for supplier SUP-2ae7216d is 0.,Conduct regular audits and diversify supply chain to minimize exposure.,Active
RISK-0f3187e2,SUP-2ae7216d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2ae7216d is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-5c04d344,SUP-2ae7216d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2ae7216d is 0.,Conduct regular credit checks and financial health assessments on suppliers to ensure they maintain stable liquidity and solvency.,Active
RISK-36bd26c3,SUP-2ae7216d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2ae7216d is 0.,Diversify suppliers to reduce spend concentration risk.,Active
